medi	snps_for_medi	coef	file	method	tissue	trait	seq	Pos	medi_V4_name
AC148152.3_FG001	4-204893059	-0.014659568	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	4	209247878	Zm00001d007725
AC148152.3_FG001	1-282561698	-0.046498197	res.fixed_indirect_X.6537496..chlorogenic.acid.2..27.18..s100_ts_GRoot.csv	res.fixed	GRoot	X.6537496..chlorogenic.acid.2..27.18..s100	1	287616341	Zm00001d007725
AC148152.3_FG001	3-34753818	0.01096914	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	3	34457654	Zm00001d007725
AC148152.3_FG001	5-192017240	-0.083502289	res.fixed_indirect_Spikelets.MainSpike_ts_GRoot.csv	res.fixed	GRoot	Spikelets.MainSpike	5	197335004	Zm00001d007725
AC148152.3_FG001	4-236644330	0.000179425	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	4	241334725	Zm00001d007725
AC148152.3_FG001	1-88024980	-0.010414915	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	1	89962591	Zm00001d007725
AC148152.3_FG001	7-44732524	0.02878921	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	7	46268004	Zm00001d007725
AC148152.3_FG001	3-202004528	0.031218821	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	3	205138238	Zm00001d007725
AC148152.3_FG001	5-187368837	-0.018276262	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	5	192380953	Zm00001d007725
AC148152.3_FG001	7-9160177	0.088207615	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	7	9332231	Zm00001d007725
AC148152.3_FG001	2-224814556	0.076477443	res.fixed_indirect_NIRProtein_ts_GRoot.csv	res.fixed	GRoot	NIRProtein	2	231210436	Zm00001d007725
AC148152.3_FG001	2-229156442	-0.012418669	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	2	235472817	Zm00001d007725
AC148152.3_FG001	2-199635106	-0.018836864	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	2	205519586	Zm00001d007725
AC148152.3_FG001	2-230347905	-0.167210081	res.fixed_indirect_X.6537496..chlorogenic.acid.2..27.18..s100_ts_GRoot.csv	res.fixed	GRoot	X.6537496..chlorogenic.acid.2..27.18..s100	2	236784499	Zm00001d007725
AC148152.3_FG001	2-195764216	-0.126080628	res.fixed_indirect_GDDAnthesis.SilkingInterval_ts_GRoot.csv	res.fixed	GRoot	GDDAnthesis.SilkingInterval	2	201334458	Zm00001d007725
AC148152.3_FG001	1-275832573	-0.052161487	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	1	280691279	Zm00001d007725
AC148152.3_FG001	2-195764216	-0.126080628	res.fixed_indirect_LeafWidth_ts_GRoot.csv	res.fixed	GRoot	LeafWidth	2	201334458	Zm00001d007725
AC148152.3_FG001	4-104477777	-0.100616479	res.fixed_indirect_X.6537496..chlorogenic.acid.2..27.18..s100_ts_GRoot.csv	res.fixed	GRoot	X.6537496..chlorogenic.acid.2..27.18..s100	4	108606863	Zm00001d007725
AC148152.3_FG001	2-141762810	0.009002458	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	2	145933242	Zm00001d007725
AC148152.3_FG001	7-156259022	-0.050969511	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	7	161614639	Zm00001d007725
AC148152.3_FG001	1-86148197	-0.064132816	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	1	87995202	Zm00001d007725
AC148152.3_FG001	4-236644330	-0.152365247	res.fixed_indirect_X.6537496..chlorogenic.acid.2..27.18..s100_ts_GRoot.csv	res.fixed	GRoot	X.6537496..chlorogenic.acid.2..27.18..s100	4	241334725	Zm00001d007725
AC148152.3_FG001	2-226076368	-0.003205611	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	2	232403604	Zm00001d007725
AC148152.3_FG001	1-78598092	-0.001133073	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	1	80118789	Zm00001d007725
AC148152.3_FG001	5-178448311	-0.058074347	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	5	182483054	Zm00001d007725
AC148152.3_FG001	1-136163060	0.040914983	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	1	138308017	Zm00001d007725
AC148152.3_FG001	2-230567862	-0.082163307	res.fixed_indirect_LeafWidth_ts_GRoot.csv	res.fixed	GRoot	LeafWidth	2	237001821	Zm00001d007725
AC148152.3_FG001	8-143418655	-0.125417708	res.fixed_indirect_Spikelets.MainSpike_ts_GRoot.csv	res.fixed	GRoot	Spikelets.MainSpike	8	148131679	Zm00001d007725
AC148152.3_FG001	4-204893059	-0.011398116	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	4	209247878	Zm00001d007725
AC148152.3_FG001	10-89295377	-0.147920119	res.fixed_indirect_LeafWidth_ts_GRoot.csv	res.fixed	GRoot	LeafWidth	10	89486157	Zm00001d007725
AC148152.3_FG001	5-192017240	-0.05195003	res.fixed_indirect_NIRProtein_ts_GRoot.csv	res.fixed	GRoot	NIRProtein	5	197335004	Zm00001d007725
AC148152.3_FG001	5-164900063	-0.050144325	res.fixed_indirect_X.6537496..chlorogenic.acid.2..27.18..s100_ts_GRoot.csv	res.fixed	GRoot	X.6537496..chlorogenic.acid.2..27.18..s100	5	168750705	Zm00001d007725
AC148152.3_FG001	4-94762182	0.039672108	res.fixed_indirect_X.6537496..chlorogenic.acid.2..27.18..s100_ts_GRoot.csv	res.fixed	GRoot	X.6537496..chlorogenic.acid.2..27.18..s100	4	103437035	Zm00001d007725
AC148152.3_FG001	3-52300714	-0.014960485	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	3	52169071	Zm00001d007725
AC148152.3_FG001	3-96408730	-0.095327985	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	3	102715978	Zm00001d007725
AC148152.3_FG001	5-119629777	-0.079378952	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	5	122441621	Zm00001d007725
AC148152.3_FG001	2-201166595	-0.074217462	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	2	207030119	Zm00001d007725
AC148152.3_FG001	1-103587042	-0.179872584	res.fixed_indirect_X.6537496..chlorogenic.acid.2..27.18..s100_ts_GRoot.csv	res.fixed	GRoot	X.6537496..chlorogenic.acid.2..27.18..s100	1	106143130	Zm00001d007725
AC148152.3_FG001	1-55394470	-0.005881359	res.fixed_indirect_X.6537496..chlorogenic.acid.2..27.18..s100_ts_GRoot.csv	res.fixed	GRoot	X.6537496..chlorogenic.acid.2..27.18..s100	1	56044695	Zm00001d007725
AC148152.3_FG001	2-231059742	-0.033004696	res.fixed_indirect_AnthesistoSilkInterval_ts_GRoot.csv	res.fixed	GRoot	AnthesistoSilkInterval	2	237396210	Zm00001d007725
AC148152.3_FG001	3-7984198	-0.041205218	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	3	7134363	Zm00001d007725
AC148152.3_FG001	2-237310796	0.048677095	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	2	240685622	Zm00001d007725
AC148152.3_FG001	1-219773714	-0.043506276	res.fixed_indirect_X.6537496..chlorogenic.acid.2..27.18..s100_ts_GRoot.csv	res.fixed	GRoot	X.6537496..chlorogenic.acid.2..27.18..s100	1	222951391	Zm00001d007725
AC148152.3_FG001	10-89295377	-0.147920119	res.fixed_indirect_Spikelets.MainSpike_ts_GRoot.csv	res.fixed	GRoot	Spikelets.MainSpike	10	89486157	Zm00001d007725
AC148152.3_FG001	10-6348251	0.033612992	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	10	6038931	Zm00001d007725
AC148152.3_FG001	2-36422801	-0.052606555	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	2	37271053	Zm00001d007725
AC148152.3_FG001	5-164900063	-0.146669074	res.fixed_indirect_GDDAnthesis.SilkingInterval_ts_GRoot.csv	res.fixed	GRoot	GDDAnthesis.SilkingInterval	5	168750705	Zm00001d007725
AC148152.3_FG001	5-192017240	-0.083502289	res.fixed_indirect_AnthesistoSilkInterval_ts_GRoot.csv	res.fixed	GRoot	AnthesistoSilkInterval	5	197335004	Zm00001d007725
AC148152.3_FG001	1-86148197	-0.130191875	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	1	87995202	Zm00001d007725
AC148152.3_FG001	1-78598092	0.015891498	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	1	80118789	Zm00001d007725
AC148152.3_FG001	1-119261133	-0.026875382	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	1	121046517	Zm00001d007725
AC148152.3_FG001	1-201952581	0.005897694	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	1	204397918	Zm00001d007725
AC148152.3_FG001	1-201752876	-0.261062215	res.fixed_indirect_X.6537496..chlorogenic.acid.2..27.18..s100_ts_GRoot.csv	res.fixed	GRoot	X.6537496..chlorogenic.acid.2..27.18..s100	1	204224540	Zm00001d007725
AC148152.3_FG001	1-200504244	-0.040336696	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	1	202981320	Zm00001d007725
AC148152.3_FG001	4-232448708	-0.022395615	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	4	237013426	Zm00001d007725
AC148152.3_FG001	2-195764216	-0.126080628	res.fixed_indirect_Spikelets.MainSpike_ts_GRoot.csv	res.fixed	GRoot	Spikelets.MainSpike	2	201334458	Zm00001d007725
AC148152.3_FG001	5-192017240	-0.083502289	res.fixed_indirect_LeafWidth_ts_GRoot.csv	res.fixed	GRoot	LeafWidth	5	197335004	Zm00001d007725
AC148152.3_FG001	5-164900063	-0.135476562	res.fixed_indirect_NIRProtein_ts_GRoot.csv	res.fixed	GRoot	NIRProtein	5	168750705	Zm00001d007725
AC148152.3_FG001	5-164900063	-0.146669074	res.fixed_indirect_LeafWidth_ts_GRoot.csv	res.fixed	GRoot	LeafWidth	5	168750705	Zm00001d007725
AC148152.3_FG001	2-36422801	-0.029707049	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	2	37271053	Zm00001d007725
AC148152.3_FG001	9-125703434	-0.049534898	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	9	127512223	Zm00001d007725
AC148152.3_FG001	2-135201018	-0.010953373	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	2	138617348	Zm00001d007725
AC148152.3_FG001	2-226076368	-0.067149936	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	2	232403604	Zm00001d007725
AC148152.3_FG001	2-99857040	-0.071116144	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	2	102079903	Zm00001d007725
AC148152.3_FG001	6-21956902	-0.004003341	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	6	20267847	Zm00001d007725
AC148152.3_FG001	1-12688113	-0.025887191	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	1	12877067	Zm00001d007725
AC148152.3_FG001	2-229156442	-0.031759894	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	2	235472817	Zm00001d007725
AC148152.3_FG001	2-81153857	-0.009992127	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	2	82642534	Zm00001d007725
AC148152.3_FG001	4-200913870	-0.031204756	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	4	205137559	Zm00001d007725
AC148152.3_FG001	2-29604205	-0.054201206	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	2	30384763	Zm00001d007725
AC148152.3_FG001	10-89295377	-0.147920119	res.fixed_indirect_AnthesistoSilkInterval_ts_GRoot.csv	res.fixed	GRoot	AnthesistoSilkInterval	10	89486157	Zm00001d007725
AC148152.3_FG001	1-33516619	0.0041362	res.fixed_indirect_LeafWidth_ts_GRoot.csv	res.fixed	GRoot	LeafWidth	1	33837407	Zm00001d007725
AC148152.3_FG001	8-6805713	0.014540593	res.fixed_indirect_X.6537496..chlorogenic.acid.2..27.18..s100_ts_GRoot.csv	res.fixed	GRoot	X.6537496..chlorogenic.acid.2..27.18..s100	8	7122181	Zm00001d007725
AC148152.3_FG001	5-164900063	-0.146669074	res.fixed_indirect_AnthesistoSilkInterval_ts_GRoot.csv	res.fixed	GRoot	AnthesistoSilkInterval	5	168750705	Zm00001d007725
AC148152.3_FG001	2-180246761	-0.207195195	res.fixed_indirect_GDDAnthesis.SilkingInterval_ts_GRoot.csv	res.fixed	GRoot	GDDAnthesis.SilkingInterval	2	184998778	Zm00001d007725
AC148152.3_FG001	3-207405971	-0.0756575	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	3	210896438	Zm00001d007725
AC148152.3_FG001	6-142628086	-0.019191632	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	6	146516472	Zm00001d007725
AC148152.3_FG001	5-186037104	-0.006009055	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	5	190673754	Zm00001d007725
AC148152.3_FG001	7-164826791	0.065532855	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	7	170350521	Zm00001d007725
AC148152.3_FG001	1-179949980	0.0178933	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	1	181911293	Zm00001d007725
AC148152.3_FG001	5-164900063	-0.146669074	res.fixed_indirect_Spikelets.MainSpike_ts_GRoot.csv	res.fixed	GRoot	Spikelets.MainSpike	5	168750705	Zm00001d007725
AC148152.3_FG001	5-164900063	-0.028616061	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	5	168750705	Zm00001d007725
AC148152.3_FG001	10-96101314	-0.014544452	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	10	96318572	Zm00001d007725
AC148152.3_FG001	10-89868308	-0.076973517	res.fixed_indirect_X.6537496..chlorogenic.acid.2..27.18..s100_ts_GRoot.csv	res.fixed	GRoot	X.6537496..chlorogenic.acid.2..27.18..s100	10	90048113	Zm00001d007725
AC148152.3_FG001	4-134596459	-0.054898242	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	4	137787202	Zm00001d007725
AC148152.3_FG001	4-200913870	-0.022280122	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	4	205137559	Zm00001d007725
AC148152.3_FG001	1-33516619	0.0041362	res.fixed_indirect_Spikelets.MainSpike_ts_GRoot.csv	res.fixed	GRoot	Spikelets.MainSpike	1	33837407	Zm00001d007725
AC148152.3_FG001	4-232462494	0.006969265	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	4	237027212	Zm00001d007725
AC148152.3_FG001	5-177172648	0.028893994	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	5	181178185	Zm00001d007725
AC148152.3_FG001	2-95324025	-0.015907157	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	2	97588448	Zm00001d007725
AC148152.3_FG001	5-4432087	0.041436658	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	5	4537067	Zm00001d007725
AC148152.3_FG001	1-33223948	-0.048327701	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	1	33548364	Zm00001d007725
AC148152.3_FG001	6-142628086	-0.017368968	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	6	146516472	Zm00001d007725
AC148152.3_FG001	3-10920549	-0.234459407	res.fixed_indirect_LeafWidth_ts_GRoot.csv	res.fixed	GRoot	LeafWidth	3	10230585	Zm00001d007725
AC148152.3_FG001	1-5040892	-0.026785214	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	1	5160999	Zm00001d007725
AC148152.3_FG001	10-30385066	-0.006216402	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	10	31239405	Zm00001d007725
AC148152.3_FG001	1-55394470	-0.015837768	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	1	56044695	Zm00001d007725
AC148152.3_FG001	2-110463477	-0.030376846	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	2	112959902	Zm00001d007725
AC148152.3_FG001	4-134596459	-0.026534539	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	4	137787202	Zm00001d007725
AC148152.3_FG001	1-253969535	-0.039531009	res.fixed_indirect_GDDAnthesis.SilkingInterval_ts_GRoot.csv	res.fixed	GRoot	GDDAnthesis.SilkingInterval	1	258180254	Zm00001d007725
AC148152.3_FG001	2-180246761	-0.207195195	res.fixed_indirect_AnthesistoSilkInterval_ts_GRoot.csv	res.fixed	GRoot	AnthesistoSilkInterval	2	184998778	Zm00001d007725
AC148152.3_FG001	4-134596459	-0.1115518	res.fixed_indirect_LeafWidth_ts_GRoot.csv	res.fixed	GRoot	LeafWidth	4	137787202	Zm00001d007725
AC148152.3_FG001	1-220073030	-0.006330998	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	1	223252462	Zm00001d007725
AC148152.3_FG001	5-205471637	-0.041126902	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	5	211050882	Zm00001d007725
AC148152.3_FG001	1-52175850	-0.030789488	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	1	52622851	Zm00001d007725
AC148152.3_FG001	1-113956252	-0.038740856	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	1	115493919	Zm00001d007725
AC148152.3_FG001	2-201166595	-0.102401351	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	2	207030119	Zm00001d007725
AC148152.3_FG001	1-201752876	-0.03126366	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	1	204224540	Zm00001d007725
AC148152.3_FG001	2-232957897	-0.086615471	res.fixed_indirect_Spikelets.MainSpike_ts_GRoot.csv	res.fixed	GRoot	Spikelets.MainSpike	2	239190206	Zm00001d007725
AC148152.3_FG001	2-144016779	0.049911697	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	2	147881723	Zm00001d007725
AC148152.3_FG001	10-90750285	-0.090875468	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	10	90971447	Zm00001d007725
AC148152.3_FG001	5-164900063	-0.102319727	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	5	168750705	Zm00001d007725
AC148152.3_FG001	2-231059742	-0.033004696	res.fixed_indirect_Spikelets.MainSpike_ts_GRoot.csv	res.fixed	GRoot	Spikelets.MainSpike	2	237396210	Zm00001d007725
AC148152.3_FG001	1-33516619	0.010005237	res.fixed_indirect_NIRProtein_ts_GRoot.csv	res.fixed	GRoot	NIRProtein	1	33837407	Zm00001d007725
AC148152.3_FG001	2-180246761	-0.207195195	res.fixed_indirect_Spikelets.MainSpike_ts_GRoot.csv	res.fixed	GRoot	Spikelets.MainSpike	2	184998778	Zm00001d007725
AC148152.3_FG001	4-133846397	-0.018989115	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	4	136933464	Zm00001d007725
AC148152.3_FG001	5-6321763	-0.019477058	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	5	6587975	Zm00001d007725
AC148152.3_FG001	6-161415756	-0.035161343	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	6	165365150	Zm00001d007725
AC148152.3_FG001	8-168611481	0.166877838	res.fixed_indirect_NIRProtein_ts_GRoot.csv	res.fixed	GRoot	NIRProtein	8	174299530	Zm00001d007725
AC148152.3_FG001	5-636614	-0.000149553	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_GRoot.csv	res.fixed	GRoot	X.8742..shikimic.acid..16.433..s100	5	674001	Zm00001d007725
AC148152.3_FG001	1-5040892	-0.064483303	res.fixed_indirect_X.5321342..beta.sitosterol..28.848_ts_GRoot.csv	res.fixed	GRoot	X.5321342..beta.sitosterol..28.848	1	5160999	Zm00001d007725
